sale_id,order_id,date_id,product_id,region_id,customer_id,channel_id,quantidade,preco_unitario,valor_bruto,valor_desconto,valor_devolucao,valor_liquido,custo_total,lucro,cenario_analitico
3600,PED-103599,20230512,5,7,80,1,3,1695.77,5087.3,307.35,129.11,4650.83,3774.29,876.54,Normal
3601,PED-103600,20230512,14,9,127,2,17,08.01,136.11,5.76,02.03,128.33,53.57,74.75,Normal
3602,PED-103601,20230512,6,9,38,3,3,2751.99,8255.98,585.21,128.46,7542.31,5378.33,2163.98,Normal
3603,PED-103602,20230512,13,4,57,1,12,28.28,339.39,29.22,5.22,304.96,150.57,154.39,Normal
3604,PED-103603,20230512,3,9,121,2,3,929.9,2789.69,152.95,45.23,2591.51,1782.56,808.95,Normal
3605,PED-103604,20230512,8,8,81,1,1,2367.92,2367.92,141.61,18.96,2207.35,1612.21,595.14,Normal
3606,PED-103605,20230512,6,6,114,3,2,2726.82,5453.65,430.88,81.52,4941.25,3773.72,1167.52,Normal
3607,PED-103606,20230512,10,1,97,1,5,353.09,1765.43,125.28,13.93,1626.22,973.39,652.83,Normal
3608,PED-103607,20230512,6,4,36,2,1,2771.85,2771.85,137.49,76.67,2557.69,1829.48,728.21,Normal
3609,PED-103608,20230512,1,8,102,1,3,4132.48,12397.45,965.38,83.14,11348.93,9096.78,2252.15,Normal
3610,PED-103609,20230513,3,5,37,1,3,936.91,2810.72,125.08,55.05,2630.59,1753.33,877.26,Normal
3611,PED-103610,20230513,6,8,97,3,1,2684.06,2684.06,176.21,10.88,2496.96,1851.38,645.58,Normal
3612,PED-103611,20230513,13,4,14,3,5,26.83,134.13,11.17,2.97,119.98,60.92,59.07,Normal
3613,PED-103612,20230513,3,6,63,2,1,958.36,958.36,50.12,26.37,881.87,609.23,272.64,Normal
3614,PED-103613,20230513,3,6,25,2,4,841.0,3364.0,146.29,13.91,3203.8,2431.21,772.59,Normal
3615,PED-103614,20230513,12,6,119,1,3,1003.07,3009.22,142.22,19.22,2847.78,1941.76,906.01,Normal
3616,PED-103615,20230513,4,3,104,2,3,1370.45,4111.35,186.11,77.97,3847.26,2773.58,1073.68,Normal
3617,PED-103616,20230513,2,9,10,2,2,5262.54,10525.08,206.57,80.08,10238.44,7270.94,2967.49,Normal
3618,PED-103617,20230513,15,7,157,2,4,799.15,3196.59,62.06,6.84,3127.69,2148.78,978.91,Normal
3619,PED-103618,20230513,10,7,16,1,5,364.89,1824.47,67.83,39.94,1716.7,983.06,733.64,Normal
3620,PED-103619,20230513,15,7,134,1,1,821.49,821.49,41.0,09.09,771.41,550.85,220.56,Normal
3621,PED-103620,20230513,6,4,150,1,1,2589.3,2589.3,252.07,51.66,2285.56,1850.84,434.73,Normal
3622,PED-103621,20230513,13,7,50,1,3,28.66,85.99,7.48,1.75,76.76,36.5,40.26,Normal
3623,PED-103622,20230513,13,8,35,1,9,29.39,264.54,25.73,0.67,238.14,109.09,129.05,Normal
3624,PED-103623,20230513,14,5,145,3,4,8.48,33.91,2.49,0.01,31.41,12.04,19.37,Normal
3625,PED-103624,20230513,3,6,141,2,1,853.13,853.13,27.41,9.38,816.33,587.85,228.49,Normal
3626,PED-103625,20230513,14,8,149,3,16,8.64,138.23,8.89,3.38,125.96,49.8,76.16,Normal
3627,PED-103626,20230513,9,1,143,3,1,433.1,433.1,45.29,0.89,386.92,244.17,142.76,Normal
3628,PED-103627,20230513,13,9,7,2,6,28.12,168.71,9.64,0.78,158.29,75.31,82.98,Normal
3629,PED-103628,20230513,4,5,71,2,4,1457.15,5828.6,329.68,30.63,5468.29,3817.49,1650.8,Normal
3630,PED-103629,20230513,11,1,116,1,3,623.88,1871.65,70.29,55.43,1745.93,1214.8,531.13,Normal
3631,PED-103630,20230513,16,1,34,1,1,411.21,411.21,20.22,08.04,382.95,249.26,133.69,Normal
3632,PED-103631,20230513,6,3,45,2,2,2601.72,5203.44,260.56,33.23,4909.66,3743.73,1165.93,Normal
3633,PED-103632,20230514,5,5,2,2,3,1785.62,5356.87,54.57,4.49,5297.81,3917.41,1380.4,Normal
3634,PED-103633,20230514,16,4,13,1,3,447.97,1343.9,74.25,13.52,1256.13,748.94,507.19,Normal
3635,PED-103634,20230514,9,4,91,2,4,427.92,1711.68,67.21,12.45,1632.02,993.23,638.79,Normal
3636,PED-103635,20230514,11,1,104,2,1,644.83,644.83,25.24,11.56,608.03,408.36,199.67,Normal
3637,PED-103636,20230514,9,6,25,1,2,415.32,830.64,46.69,06.04,777.91,486.74,291.16,Normal
3638,PED-103637,20230514,9,4,52,2,2,422.11,844.23,14.45,7.61,822.17,484.36,337.81,Normal
3639,PED-103638,20230514,1,4,57,1,2,4181.39,8362.78,258.96,159.1,7944.72,6187.62,1757.1,Normal
3640,PED-103639,20230514,6,4,15,1,3,2549.96,7649.88,429.99,26.11,7193.78,5631.82,1561.96,Normal
3641,PED-103640,20230514,9,8,46,1,3,407.98,1223.95,77.77,0.61,1145.56,758.76,386.8,Normal
3642,PED-103641,20230514,10,4,24,2,4,341.2,1364.81,32.6,1.63,1330.58,779.28,551.29,Normal
3643,PED-103642,20230514,6,7,76,2,3,2566.58,7699.74,173.97,132.06,7393.71,5477.76,1915.95,Normal
3644,PED-103643,20230514,6,6,115,2,3,2606.77,7820.3,343.14,220.28,7256.88,5451.68,1805.2,Normal
3645,PED-103644,20230514,6,5,2,1,1,2761.49,2761.49,238.12,41.38,2481.98,1882.28,599.71,Normal
3646,PED-103645,20230514,12,8,67,1,1,1053.65,1053.65,59.56,17.94,976.15,632.62,343.53,Normal
3647,PED-103646,20230514,12,7,104,1,3,986.95,2960.86,238.6,7.82,2714.44,1934.44,780.0,Normal
3648,PED-103647,20230514,6,6,141,2,2,2611.23,5222.45,312.55,112.38,4797.52,3634.21,1163.3,Normal
3649,PED-103648,20230514,1,5,102,3,1,4159.62,4159.62,327.54,71.19,3760.9,2976.06,784.83,Normal
3650,PED-103649,20230514,9,7,83,1,4,443.0,1772.02,120.24,51.33,1600.44,970.88,629.56,Normal
3651,PED-103650,20230514,9,4,69,3,3,414.11,1242.34,125.2,22.97,1094.17,757.68,336.5,Normal
3652,PED-103651,20230514,14,8,36,1,17,7.51,127.68,7.12,2.76,117.81,51.85,65.96,Normal
3653,PED-103652,20230514,3,1,50,1,2,886.0,1772.0,113.73,17.32,1640.95,1221.21,419.74,Normal
3654,PED-103653,20230515,2,1,34,2,1,5466.34,5466.34,133.86,61.86,5270.61,3781.07,1489.54,Normal
3655,PED-103654,20230515,13,10,134,3,3,29.2,87.59,9.8,01.08,76.72,38.0,38.72,Normal
3656,PED-103655,20230515,14,8,135,2,3,7.93,23.79,0.72,0.14,22.93,8.94,13.99,Normal
3657,PED-103656,20230515,4,7,75,3,3,1455.27,4365.81,219.14,128.86,4017.81,2834.32,1183.49,Normal
3658,PED-103657,20230515,3,8,137,3,1,892.22,892.22,59.59,0.55,832.08,592.12,239.96,Normal
3659,PED-103658,20230515,11,5,26,1,1,680.95,680.95,64.92,5.67,610.36,405.07,205.29,Normal
3660,PED-103659,20230515,13,8,65,1,9,27.64,248.74,11.95,3.53,233.26,115.26,118.0,Normal
3661,PED-103660,20230515,6,7,74,1,3,2785.73,8357.18,614.1,75.63,7667.45,5430.71,2236.74,Normal
3662,PED-103661,20230515,16,8,46,1,2,406.43,812.85,70.22,12.54,730.09,505.43,224.66,Normal
3663,PED-103662,20230515,4,6,131,2,4,1421.96,5687.84,325.64,138.73,5223.48,3837.05,1386.43,Normal
3664,PED-103663,20230515,7,1,147,1,2,1343.72,2687.45,255.02,18.98,2413.44,2039.2,374.24,Normal
3665,PED-103664,20230515,1,6,99,1,2,4509.35,9018.71,322.01,264.05,8432.65,6151.08,2281.57,Normal
3666,PED-103665,20230515,4,4,14,1,2,1442.46,2884.92,108.16,29.85,2746.91,1899.39,847.52,Normal
3667,PED-103666,20230515,13,1,136,2,7,29.85,208.95,3.27,2.95,202.73,85.68,117.05,Normal
3668,PED-103667,20230515,13,9,20,2,15,29.24,438.54,11.66,12.66,414.22,183.8,230.42,Normal
3669,PED-103668,20230515,13,4,47,2,12,26.3,315.61,12.98,8.29,294.34,150.77,143.57,Normal
3670,PED-103669,20230515,6,6,115,2,2,2554.23,5108.46,102.94,0.56,5004.96,3781.81,1223.15,Normal
3671,PED-103670,20230515,16,8,122,2,2,426.66,853.32,24.33,6.61,822.38,517.71,304.67,Normal
3672,PED-103671,20230515,13,10,5,1,17,28.95,492.12,37.91,0.06,454.15,213.72,240.43,Normal
3673,PED-103672,20230515,4,6,3,1,3,1376.99,4130.98,388.14,98.54,3644.31,2793.99,850.32,Normal
3674,PED-103673,20230515,5,9,142,1,2,1888.16,3776.32,180.61,33.59,3562.11,2522.25,1039.86,Normal
3675,PED-103674,20230515,2,10,49,1,1,5466.4,5466.4,414.49,116.58,4935.33,3717.82,1217.51,Normal
3676,PED-103675,20230515,11,5,2,2,2,621.47,1242.93,36.84,0.31,1205.79,803.41,402.38,Normal
3677,PED-103676,20230515,5,9,152,2,1,1786.24,1786.24,93.4,19.25,1673.59,1294.57,379.02,Normal
3678,PED-103677,20230515,7,1,96,2,2,1388.34,2776.68,113.61,32.79,2630.29,1996.99,633.3,Normal
3679,PED-103678,20230515,5,8,46,1,3,1797.1,5391.3,358.47,49.0,4983.82,3803.34,1180.48,Normal
3680,PED-103679,20230515,11,7,76,2,4,671.26,2685.05,138.24,26.79,2520.02,1674.39,845.63,Normal
3681,PED-103680,20230515,2,1,80,1,1,4957.57,4957.57,238.52,58.56,4660.49,3638.46,1022.03,Normal
3682,PED-103681,20230516,13,3,15,1,7,27.29,191.02,15.11,2.11,173.8,89.17,84.63,Normal
3683,PED-103682,20230516,4,6,12,1,3,1449.51,4348.52,319.88,103.72,3924.92,2865.65,1059.27,Normal
3684,PED-103683,20230516,3,3,104,1,1,924.1,924.1,29.56,5.57,888.97,588.61,300.36,Normal
3685,PED-103684,20230516,10,3,104,2,4,331.04,1324.15,42.27,34.26,1247.62,784.85,462.77,Normal
3686,PED-103685,20230516,9,6,119,2,2,425.07,850.14,37.6,2.48,810.06,499.35,310.7,Normal
3687,PED-103686,20230516,13,2,82,3,15,26.53,398.0,39.7,1.87,356.42,189.43,166.99,Normal
3688,PED-103687,20230516,5,9,104,2,2,1721.89,3443.78,90.67,73.15,3279.96,2569.1,710.86,Normal
3689,PED-103688,20230516,12,4,4,1,4,958.14,3832.58,245.24,75.5,3511.84,2553.42,958.42,Normal
3690,PED-103689,20230516,1,3,104,1,1,4391.98,4391.98,368.2,13.66,4010.11,3117.14,892.97,Normal
3691,PED-103690,20230516,6,8,149,2,2,2541.86,5083.73,117.22,83.98,4882.52,3756.97,1125.55,Normal
3692,PED-103691,20230516,8,4,4,3,3,2296.0,6888.01,503.35,53.9,6330.77,4857.16,1473.61,Normal
3693,PED-103692,20230516,13,1,80,1,12,29.65,355.85,24.35,9.62,321.88,149.76,172.12,Normal
3694,PED-103693,20230516,14,8,91,2,3,7.7,23.1,0.76,0.66,21.69,09.03,12.66,Normal
3695,PED-103694,20230516,5,5,40,2,1,1731.99,1731.99,96.71,10.96,1624.32,1263.31,361.01,Normal
3696,PED-103695,20230516,16,1,67,3,3,449.15,1347.45,90.7,22.97,1233.78,746.53,487.25,Normal
3697,PED-103696,20230516,14,5,130,2,11,7.45,81.97,2.13,0.08,79.76,33.99,45.77,Normal
3698,PED-103697,20230516,13,7,157,2,14,26.11,365.58,13.41,2.12,350.04,173.33,176.71,Normal
3699,PED-103698,20230516,11,2,19,2,4,669.35,2677.4,59.61,73.62,2544.17,1647.4,896.76,Normal
3700,PED-103699,20230516,6,3,93,1,2,2564.07,5128.15,159.16,141.28,4827.71,3758.34,1069.37,Normal
3701,PED-103700,20230516,15,6,12,1,4,789.78,3159.11,279.44,24.21,2855.46,2131.98,723.47,Normal
3702,PED-103701,20230516,12,9,101,2,4,1002.11,4008.42,200.61,96.48,3711.33,2549.34,1161.99,Normal
3703,PED-103702,20230516,5,9,10,1,3,1931.28,5793.84,399.72,79.2,5314.92,3844.11,1470.81,Normal
3704,PED-103703,20230516,9,10,49,3,5,399.64,1998.22,197.49,2.74,1797.99,1266.27,531.72,Normal
3705,PED-103704,20230516,3,9,99,2,1,931.8,931.8,10.42,23.73,897.65,609.51,288.14,Normal
3706,PED-103705,20230516,11,10,107,2,4,637.01,2548.06,144.28,28.75,2375.03,1607.98,767.05,Normal
3707,PED-103706,20230516,13,6,131,1,7,28.09,196.66,14.6,1.96,180.1,86.65,93.45,Normal
3708,PED-103707,20230516,4,9,129,2,1,1403.84,1403.84,44.25,22.37,1337.21,920.49,416.72,Normal
3709,PED-103708,20230516,10,9,121,2,1,367.35,367.35,21.08,3.5,342.77,200.92,141.85,Normal
3710,PED-103709,20230516,12,9,159,1,2,962.69,1925.38,134.43,32.8,1758.14,1284.44,473.7,Normal
3711,PED-103710,20230517,5,7,11,2,1,1805.04,1805.04,95.79,4.45,1704.8,1287.26,417.54,Normal
3712,PED-103711,20230517,3,9,128,1,4,968.61,3874.44,148.68,79.83,3645.94,2438.46,1207.48,Normal
3713,PED-103712,20230517,5,8,160,1,2,1869.64,3739.28,281.04,37.73,3420.51,2495.44,925.07,Normal
3714,PED-103713,20230517,9,3,45,2,1,416.49,416.49,9.96,2.79,403.73,246.77,156.96,Normal
3715,PED-103714,20230517,13,10,52,2,11,29.69,326.62,13.71,2.72,310.19,133.85,176.34,Normal
3716,PED-103715,20230517,10,10,100,2,2,356.92,713.84,34.7,16.54,662.6,405.49,257.11,Normal
3717,PED-103716,20230517,15,3,93,1,3,840.03,2520.1,250.12,34.52,2235.46,1650.8,584.66,Normal
3718,PED-103717,20230517,7,3,1,2,2,1436.51,2873.02,139.23,68.21,2665.58,1969.89,695.69,Normal
3719,PED-103718,20230517,11,7,94,2,3,658.01,1974.04,112.31,8.36,1853.37,1194.49,658.88,Normal
3720,PED-103719,20230517,13,10,125,1,7,29.3,205.11,6.59,1.67,196.85,84.92,111.93,Normal
3721,PED-103720,20230517,5,10,134,1,1,1750.98,1750.98,120.59,8.39,1622.0,1238.94,383.06,Normal
3722,PED-103721,20230517,5,5,129,2,1,1745.01,1745.01,53.21,27.37,1664.42,1305.06,359.36,Normal
3723,PED-103722,20230517,16,9,133,2,5,446.55,2232.74,25.56,53.49,2153.69,1299.56,854.13,Normal
3724,PED-103723,20230517,14,5,55,1,6,7.72,46.34,3.8,01.09,41.46,18.54,22.92,Normal
3725,PED-103724,20230517,14,5,123,1,15,8.23,123.45,10.29,2.38,110.78,46.9,63.88,Normal
3726,PED-103725,20230517,1,5,130,1,2,4385.91,8771.82,684.08,103.34,7984.4,6072.81,1911.59,Normal
3727,PED-103726,20230517,4,10,101,1,2,1355.84,2711.68,98.75,31.49,2581.44,1846.53,734.91,Normal
3728,PED-103727,20230517,13,4,40,2,8,29.6,236.76,9.91,6.89,219.96,100.95,119.01,Normal
3729,PED-103728,20230517,6,7,124,2,2,2641.72,5283.43,205.46,113.42,4964.55,3616.86,1347.69,Normal
3730,PED-103729,20230517,11,7,71,2,3,657.3,1971.91,50.98,57.4,1863.53,1245.92,617.61,Normal
3731,PED-103730,20230517,8,8,48,2,3,2280.05,6840.14,266.86,48.76,6524.52,4797.78,1726.74,Normal
3732,PED-103731,20230517,1,7,157,1,3,4173.45,12520.35,547.57,368.55,11604.23,8924.99,2679.24,Normal
3733,PED-103732,20230517,8,6,46,1,3,2080.16,6240.47,427.03,123.76,5689.68,4715.36,974.32,Normal
3734,PED-103733,20230517,5,3,87,2,1,1842.5,1842.5,64.94,50.54,1727.01,1241.07,485.94,Normal
3735,PED-103734,20230517,14,7,157,2,13,8.2,106.58,1.39,1.47,103.71,40.16,63.56,Normal
3736,PED-103735,20230518,13,1,82,2,11,26.92,296.08,3.35,5.8,286.93,137.4,149.53,Normal
3737,PED-103736,20230518,7,1,74,2,1,1416.42,1416.42,43.06,06.03,1367.33,976.57,390.76,Normal
3738,PED-103737,20230518,2,8,128,1,2,5401.48,10802.95,878.4,297.9,9626.66,7451.59,2175.07,Normal
3739,PED-103738,20230518,7,1,136,1,2,1468.71,2937.42,149.25,63.03,2725.14,1989.7,735.44,Normal
3740,PED-103739,20230518,3,3,1,2,1,929.98,929.98,53.91,17.45,858.62,609.43,249.18,Normal
3741,PED-103740,20230518,1,3,44,1,3,4337.58,13012.75,625.22,02.08,12385.45,9401.71,2983.74,Normal
3742,PED-103741,20230518,1,7,68,2,1,4010.87,4010.87,91.29,56.16,3863.42,3112.13,751.29,Normal
3743,PED-103742,20230518,14,2,60,2,8,7.48,59.82,0.8,1.76,57.26,24.66,32.6,Normal
3744,PED-103743,20230518,1,8,6,3,2,4419.97,8839.95,851.62,138.53,7849.8,6215.91,1633.89,Normal
3745,PED-103744,20230518,5,3,39,3,2,1807.3,3614.59,350.95,64.71,3198.93,2559.18,639.76,Normal
3746,PED-103745,20230518,8,1,143,1,2,2089.91,4179.81,286.31,106.3,3787.2,3075.41,711.79,Normal
3747,PED-103746,20230518,16,9,152,2,2,410.32,820.64,09.05,11.73,799.86,513.85,286.01,Normal
3748,PED-103747,20230518,14,2,151,3,6,7.82,46.93,4.72,0.36,41.85,18.64,23.21,Normal
3749,PED-103748,20230518,11,4,141,2,2,661.84,1323.69,28.21,4.68,1290.8,825.73,465.06,Normal
3750,PED-103749,20230518,16,10,110,1,5,421.2,2106.02,209.28,47.31,1849.43,1241.98,607.45,Normal
3751,PED-103750,20230518,10,5,94,2,4,368.84,1475.36,88.24,3.98,1383.14,809.14,574.0,Normal
3752,PED-103751,20230518,3,7,98,1,4,936.26,3745.03,274.03,35.24,3435.75,2351.26,1084.49,Normal
3753,PED-103752,20230518,10,3,1,3,3,355.19,1065.58,83.07,21.04,961.47,609.17,352.3,Normal
3754,PED-103753,20230518,9,2,151,1,1,433.67,433.67,31.44,10.79,391.44,246.07,145.36,Normal
3755,PED-103754,20230518,6,6,63,2,2,2448.91,4897.82,59.4,17.35,4821.07,3725.67,1095.39,Normal
3756,PED-103755,20230518,3,4,13,2,4,858.46,3433.83,129.22,20.29,3284.31,2360.11,924.21,Normal
3757,PED-103756,20230518,10,7,68,2,3,366.59,1099.76,55.32,30.32,1014.11,600.59,413.52,Normal
3758,PED-103757,20230518,16,3,45,3,2,413.96,827.91,76.27,5.5,746.14,503.18,242.96,Normal
3759,PED-103758,20230518,12,10,100,2,3,1035.9,3107.69,49.46,67.89,2990.34,1888.89,1101.45,Normal
3760,PED-103759,20230518,14,9,99,1,6,7.87,47.25,1.63,0.74,44.87,18.66,26.21,Normal
3761,PED-103760,20230518,10,3,64,1,3,376.31,1128.94,101.14,28.83,998.96,582.25,416.71,Normal
3762,PED-103761,20230518,4,3,86,1,4,1437.54,5750.15,382.42,146.37,5221.36,3772.24,1449.12,Normal
3763,PED-103762,20230518,7,1,66,1,2,1433.67,2867.33,110.03,73.14,2684.16,2027.95,656.21,Normal
3764,PED-103763,20230518,14,8,97,2,5,8.57,42.87,2.16,0.18,40.53,15.78,24.74,Normal
3765,PED-103764,20230518,14,2,53,2,9,08.02,72.15,0.91,0.98,70.26,27.8,42.46,Normal
3766,PED-103765,20230518,5,6,23,3,3,1724.53,5173.6,547.34,84.13,4542.13,3791.98,750.16,Normal
3767,PED-103766,20230518,2,3,45,2,1,5054.49,5054.49,84.32,91.14,4879.03,3808.56,1070.47,Normal
3768,PED-103767,20230518,14,5,71,2,12,8.0,95.95,04.07,0.26,91.62,36.01,55.61,Normal
3769,PED-103768,20230518,5,6,70,1,1,1731.55,1731.55,133.18,24.6,1573.77,1302.15,271.61,Normal
3770,PED-103769,20230519,9,3,22,1,1,437.75,437.75,20.25,3.19,414.31,246.2,168.11,Normal
3771,PED-103770,20230519,6,7,56,2,3,2550.41,7651.22,341.97,35.75,7273.5,5536.58,1736.92,Normal
3772,PED-103771,20230519,1,3,124,1,2,4226.73,8453.46,363.01,61.87,8028.58,5995.15,2033.42,Normal
3773,PED-103772,20230519,6,9,42,1,2,2779.33,5558.67,351.78,113.13,5093.76,3650.17,1443.59,Normal
3774,PED-103773,20230519,5,5,2,1,1,1894.95,1894.95,188.78,03.03,1703.15,1287.44,415.71,Normal
3775,PED-103774,20230519,5,6,141,2,1,1935.02,1935.02,59.54,1.86,1873.63,1307.76,565.87,Normal
3776,PED-103775,20230519,12,7,111,1,3,976.08,2928.24,220.66,30.24,2677.34,1883.17,794.17,Normal
3777,PED-103776,20230519,5,9,38,1,1,1875.36,1875.36,111.71,56.07,1707.59,1291.65,415.93,Normal
3778,PED-103777,20230519,1,10,45,2,1,3951.65,3951.65,127.04,25.47,3799.14,3027.9,771.24,Normal
3779,PED-103778,20230519,10,7,156,2,5,377.71,1888.55,36.48,41.24,1810.83,978.07,832.76,Normal
3780,PED-103779,20230519,1,7,157,1,2,4252.9,8505.8,565.83,30.3,7909.67,6154.49,1755.18,Normal
3781,PED-103780,20230519,4,7,29,2,3,1427.12,4281.37,91.52,6.45,4183.39,2750.66,1432.73,Normal
3782,PED-103781,20230519,6,9,9,1,2,2538.71,5077.43,285.21,46.62,4745.6,3622.2,1123.4,Normal
3783,PED-103782,20230519,11,10,32,2,2,670.09,1340.18,18.38,32.44,1289.37,795.77,493.59,Normal
3784,PED-103783,20230519,3,7,155,1,2,849.92,1699.84,165.61,50.44,1483.79,1166.31,317.47,Normal
3785,PED-103784,20230519,9,3,44,3,4,434.58,1738.32,183.57,09.02,1545.73,966.62,579.11,Normal
3786,PED-103785,20230519,13,10,134,3,12,26.18,314.19,33.02,1.3,279.86,147.72,132.14,Normal
3787,PED-103786,20230519,2,9,132,1,3,4965.77,14897.31,1113.87,219.43,13564.01,11348.46,2215.55,Normal
3788,PED-103787,20230519,2,5,130,1,1,5074.26,5074.26,309.35,28.48,4736.43,3615.68,1120.75,Normal
3789,PED-103788,20230519,14,3,43,1,15,7.71,115.64,5.1,1.61,108.93,46.86,62.07,Normal
3790,PED-103789,20230519,2,3,93,1,2,5301.57,10603.14,416.28,16.44,10170.41,7308.91,2861.5,Normal
3791,PED-103790,20230519,13,7,157,1,5,26.44,132.21,4.42,02.08,125.71,63.22,62.49,Normal
3792,PED-103791,20230519,9,5,145,2,2,439.18,878.36,10.13,24.08,844.15,485.75,358.41,Normal
3793,PED-103792,20230519,5,10,24,2,2,1934.31,3868.62,172.22,49.61,3646.79,2562.41,1084.37,Normal
3794,PED-103793,20230519,5,5,68,2,1,1710.63,1710.63,52.09,21.42,1637.13,1287.63,349.5,Normal
3795,PED-103794,20230519,2,8,9,3,3,5262.65,15787.96,1602.92,272.23,13912.82,11275.69,2637.13,Normal
3796,PED-103795,20230520,3,9,10,1,1,929.77,929.77,69.8,24.08,835.89,606.91,228.98,Normal
3797,PED-103796,20230520,13,9,9,2,4,29.24,116.94,1.37,2.55,113.02,50.28,62.74,Normal
3798,PED-103797,20230520,4,8,43,1,1,1387.01,1387.01,69.96,33.51,1283.54,960.92,322.62,Normal
3799,PED-103798,20230520,5,3,77,2,3,1719.18,5157.54,217.98,15.3,4924.26,3808.04,1116.22,Normal
3800,PED-103799,20230520,11,9,121,2,4,692.36,2769.42,30.68,79.72,2659.03,1637.68,1021.34,Normal
3801,PED-103800,20230520,5,9,90,2,2,1893.13,3786.26,133.94,6.65,3645.68,2562.91,1082.76,Normal
3802,PED-103801,20230520,9,3,44,1,4,418.54,1674.15,119.59,10.49,1544.07,1011.86,532.21,Normal
3803,PED-103802,20230520,10,8,73,1,2,365.32,730.64,30.77,18.6,681.27,394.94,286.33,Normal
3804,PED-103803,20230520,14,4,36,1,11,7.9,86.93,8.39,1.18,77.36,34.4,42.96,Normal
3805,PED-103804,20230520,13,5,68,2,5,28.19,140.93,7.64,1.43,131.87,63.55,68.32,Normal
3806,PED-103805,20230520,13,9,127,2,16,29.0,464.07,16.05,2.87,445.14,204.42,240.73,Normal
3807,PED-103806,20230520,3,9,128,1,3,900.02,2700.07,124.32,64.21,2511.54,1749.93,761.62,Normal
3808,PED-103807,20230520,8,7,103,2,1,2248.91,2248.91,43.04,12.8,2193.07,1570.81,622.27,Normal
3809,PED-103808,20230520,11,4,57,3,3,637.04,1911.12,140.64,18.34,1752.13,1206.48,545.65,Normal
3810,PED-103809,20230520,7,7,155,2,3,1429.91,4289.72,211.11,74.53,4004.08,2997.86,1006.22,Normal
3811,PED-103810,20230520,14,8,11,3,14,8.22,115.09,11.59,3.38,100.13,44.04,56.09,Normal
3812,PED-103811,20230520,5,9,127,2,3,1735.12,5205.35,94.84,64.98,5045.54,3768.45,1277.09,Normal
3813,PED-103812,20230520,13,5,37,2,5,27.95,139.75,2.35,2.87,134.53,63.42,71.12,Normal
3814,PED-103813,20230520,11,4,13,2,3,638.94,1916.81,46.41,7.29,1863.1,1240.25,622.85,Normal
3815,PED-103814,20230520,10,8,100,2,3,354.7,1064.11,57.67,24.81,981.63,578.2,403.43,Normal
3816,PED-103815,20230520,1,5,37,2,1,4497.55,4497.55,151.08,62.31,4284.15,3137.19,1146.97,Normal
3817,PED-103816,20230521,14,6,115,2,15,8.39,125.88,5.3,1.66,118.93,46.23,72.7,Normal
3818,PED-103817,20230521,2,2,5,1,1,4912.5,4912.5,154.23,89.55,4668.71,3696.95,971.77,Normal
3819,PED-103818,20230521,4,3,41,1,3,1330.19,3990.58,230.81,31.21,3728.56,2845.08,883.48,Normal
3820,PED-103819,20230521,5,8,10,1,2,1855.84,3711.69,299.2,14.52,3397.97,2580.62,817.35,Normal
3821,PED-103820,20230521,13,2,28,1,14,27.86,390.1,22.6,2.51,364.99,178.85,186.14,Normal
3822,PED-103821,20230521,16,7,119,1,1,421.51,421.51,21.71,2.4,397.4,253.11,144.3,Normal
3823,PED-103822,20230521,13,3,86,2,3,27.94,83.81,4.36,1.35,78.1,37.21,40.89,Normal
3824,PED-103823,20230521,16,1,67,1,5,422.84,2114.2,185.33,31.91,1896.96,1291.33,605.63,Normal
3825,PED-103824,20230521,8,1,74,3,1,2157.07,2157.07,126.31,58.85,1971.91,1594.65,377.26,Normal
3826,PED-103825,20230521,3,9,9,2,2,889.52,1779.03,58.62,37.03,1683.39,1172.35,511.03,Normal
3827,PED-103826,20230521,13,10,49,1,17,30.0,510.0,39.69,12.88,457.44,212.48,244.95,Normal
3828,PED-103827,20230521,10,8,122,2,4,334.21,1336.86,71.69,36.99,1228.17,796.42,431.76,Normal
3829,PED-103828,20230521,8,3,104,1,1,2153.62,2153.62,185.21,55.53,1912.89,1619.05,293.84,Normal
3830,PED-103829,20230521,3,5,102,1,1,886.66,886.66,66.61,8.25,811.81,602.88,208.93,Normal
3831,PED-103830,20230521,12,3,87,1,2,1046.8,2093.61,202.63,22.8,1868.17,1270.67,597.5,Normal
3832,PED-103831,20230521,9,6,3,3,3,404.74,1214.23,76.51,28.11,1109.61,748.47,361.14,Normal
3833,PED-103832,20230521,6,9,33,1,1,2514.32,2514.32,249.14,59.5,2205.67,1802.3,403.37,Normal
3834,PED-103833,20230521,11,8,105,2,2,698.13,1396.27,49.37,03.05,1343.85,821.39,522.46,Normal
3835,PED-103834,20230521,14,9,106,1,11,7.5,82.53,3.91,0.85,77.76,33.86,43.91,Normal
3836,PED-103835,20230521,11,5,145,2,2,643.48,1286.96,75.2,2.83,1208.94,803.65,405.29,Normal
3837,PED-103836,20230521,5,4,78,2,3,1903.87,5711.62,132.8,153.55,5425.28,3760.99,1664.28,Normal
3838,PED-103837,20230521,15,1,116,3,1,793.49,793.49,66.09,12.18,715.23,523.39,191.84,Normal
3839,PED-103838,20230521,13,8,137,2,7,26.43,185.02,7.83,2.87,174.32,86.51,87.81,Normal
3840,PED-103839,20230521,2,2,89,1,1,5044.53,5044.53,219.93,58.63,4765.97,3772.63,993.34,Normal
